id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
63054,L50309,L,300.1,309.5,1786,23.0,53,0,0,0,0,0,0
63055,M21662,M,301.1,310.7,1662,26.5,108,0,0,0,0,0,0
63056,L53292,L,300.9,310.9,1403,47.5,104,0,0,0,0,0,0
63057,L50343,L,300.4,309.6,1465,39.3,92,0,0,0,0,0,0
63058,L55232,L,300.5,312.0,1370,43.7,179,0,0,0,0,0,0
63059,L53856,L,301.5,310.6,1531,39.2,222,0,0,0,0,0,0
63060,M15506,M,297.7,309.4,1475,42.8,192,0,0,0,0,0,0
63061,M20755,M,301.2,310.8,1397,47.8,166,0,0,0,0,0,0
63062,M15541,M,297.7,308.9,1476,33.2,95,0,0,0,0,0,0
63063,L55886,L,297.2,308.6,1452,43.1,35,0,0,0,0,0,0
63064,L47444,L,298.1,308.2,1373,47.5,47,0,0,0,0,0,0
63065,M17832,M,300.6,309.4,1490,37.2,28,0,0,0,0,0,0
63066,L56060,L,298.0,309.2,1558,37.3,89,0,0,0,0,0,0
63067,M18409,M,301.8,310.9,1541,36.2,43,0,0,0,0,0,0
63068,L47390,L,298.3,308.7,1723,26.5,126,0,0,0,0,0,0
63069,L56719,L,299.4,310.6,1683,31.6,109,0,0,0,0,0,0
63070,M15706,M,296.4,307.4,1424,42.4,210,0,0,0,0,0,0
63071,L49805,L,300.0,309.5,1399,49.5,119,0,0,0,0,0,0
63072,M22026,M,299.7,309.6,1608,30.3,184,0,0,0,0,0,0
63073,L55739,L,298.3,309.0,1520,40.0,96,0,0,0,0,0,0
63074,L51362,L,302.4,310.7,1362,54.8,218,1,0,1,0,0,0
63075,L52952,L,301.6,311.3,1529,29.9,93,0,0,0,0,0,0
63076,L51852,L,303.6,311.5,1502,36.1,98,0,0,0,0,0,0
63077,L55946,L,297.5,308.7,1530,40.7,104,0,0,0,0,0,0
63078,L49393,L,299.7,309.1,1577,36.3,125,0,0,0,0,0,0
63079,L49216,L,299.0,308.7,1419,47.7,96,0,0,0,0,0,0
63080,L48256,L,298.8,310.2,2567,12.0,192,1,0,0,1,1,0
63081,M18394,M,302.3,310.9,1845,23.2,94,0,0,0,0,0,0
63082,M21831,M,300.7,311.0,1491,40.3,121,0,0,0,0,0,0
63083,L51365,L,302.2,310.6,1389,45.4,161,0,0,0,0,0,0
63084,L52571,L,302.7,312.4,1572,34.4,228,0,0,0,0,0,0
63085,L48781,L,297.8,307.8,1492,38.2,11,0,0,0,0,0,0
63086,L51034,L,302.4,311.1,1620,32.4,192,0,0,0,0,0,0
63087,M23912,M,297.4,308.5,1385,44.6,81,0,0,0,0,0,0
63088,L56897,L,298.9,310.1,1491,42.6,115,0,0,0,0,0,0
63089,H29783,H,297.5,308.4,1674,30.9,98,0,0,0,0,0,0
63090,L47300,L,298.8,308.7,1603,38.5,108,0,0,0,0,0,0
63091,L47364,L,298.2,308.2,1447,47.5,59,0,0,0,0,0,0
63092,L55842,L,297.3,308.7,1486,37.1,179,0,0,0,0,0,0
63093,L50634,L,301.5,310.4,1516,38.7,6,0,0,0,0,0,0
63094,L53562,L,300.0,309.6,1887,22.6,54,0,0,0,0,0,0
63095,H35932,H,301.0,310.0,1408,45.8,30,0,0,0,0,0,0
63096,L54258,L,300.7,310.5,1775,24.4,66,0,0,0,0,0,0
63097,M23705,M,297.5,308.6,1491,42.0,0,0,0,0,0,0,0
63098,L49414,L,299.4,308.6,1479,40.5,83,0,0,0,0,0,0
63099,L47206,L,299.1,309.5,1512,39.1,74,0,0,0,0,0,0
63100,L50548,L,301.3,310.6,1627,31.7,13,0,0,0,0,0,0
63101,L48735,L,298.3,308.6,1582,35.2,120,0,0,0,0,0,0
63102,L53632,L,300.7,310.1,1376,48.3,75,0,0,0,0,0,0
63103,L56317,L,297.6,308.7,1424,49.6,31,0,0,0,0,0,0
63104,L55817,L,297.6,308.5,1408,49.4,65,0,0,0,0,0,0
63105,L55217,L,300.7,311.8,1603,34.1,100,0,0,0,0,0,0
63106,H31898,H,298.8,308.6,1524,37.7,53,0,0,0,0,0,0
63107,L48403,L,297.0,308.4,1623,31.2,137,0,0,0,0,0,0
63108,L56221,L,297.2,308.3,1468,44.2,56,0,0,0,0,0,0
63109,H38593,H,297.9,309.1,1435,44.7,45,0,0,0,0,0,0
63110,M17033,M,299.5,309.2,1495,41.6,173,0,0,0,0,0,0
63111,M16393,M,298.0,308.9,1568,38.5,68,0,0,0,0,0,0
63112,M17753,M,300.7,309.6,1571,33.2,82,0,0,0,0,0,0
63113,L55863,L,297.2,308.5,1447,47.6,188,0,0,0,0,0,0
63114,M23651,M,297.9,309.2,1488,37.9,94,0,0,0,0,0,0
63115,L50554,L,301.4,310.7,1376,50.6,192,0,0,0,0,0,0
63116,L48951,L,298.5,307.9,1540,45.8,23,0,0,0,0,0,0
63117,M18637,M,302.0,311.1,1580,36.6,171,0,0,0,0,0,0
63118,L52575,L,302.8,312.5,1534,38.2,237,0,0,0,0,0,0
63119,L55869,L,297.6,308.5,1478,39.4,192,0,0,0,0,0,0
63120,L51354,L,302.3,310.7,1610,33.4,194,0,0,0,0,0,0
63121,M23584,M,297.2,308.6,1432,43.9,119,0,0,0,0,0,0
63122,M17871,M,300.2,309.5,1390,52.4,189,0,0,0,0,0,0
63123,M14963,M,298.8,308.5,1602,37.6,63,0,0,0,0,0,0
63124,L50104,L,300.6,309.7,1671,30.1,112,0,0,0,0,0,0
63125,L48684,L,298.0,308.7,1511,37.5,51,0,0,0,0,0,0
63126,H30851,H,298.9,309.8,1451,43.1,125,0,0,0,0,0,0
63127,L56203,L,297.4,308.3,1398,30.9,5,0,0,0,0,0,0
63128,L53562,L,300.0,309.6,1543,38.5,106,0,0,0,0,0,0
63129,L47195,L,298.6,309.2,1473,40.1,7,0,0,0,0,0,0
63130,M21601,M,301.7,311.1,1506,34.9,171,0,0,0,0,0,0
63131,M20674,M,301.3,310.0,1611,33.6,112,0,0,0,0,0,0
63132,L51381,L,302.4,311.0,1421,46.0,124,0,0,0,0,0,0
63133,M15674,M,296.8,307.5,1335,57.2,132,0,0,0,0,0,0
63134,H38145,H,297.0,307.8,1414,41.4,175,0,0,0,0,0,0
63135,L52120,L,303.6,312.2,1471,48.0,44,0,0,0,0,0,0
63136,L47237,L,298.8,309.1,1708,28.4,130,0,0,0,0,0,0
63137,L52930,L,302.1,311.4,1764,28.9,36,0,0,0,0,0,0
63138,L53328,L,301.0,311.1,1564,37.0,171,0,0,0,0,0,0
63139,L54971,L,300.5,311.4,1685,27.8,7,0,0,0,0,0,0
63140,H34055,H,303.3,311.6,1426,46.5,120,0,0,0,0,0,0
63141,L51461,L,302.0,310.1,1767,23.4,178,0,0,0,0,0,0
63142,L55389,L,299.3,310.8,1391,44.8,25,0,0,0,0,0,0
63143,L54292,L,300.9,310.4,1568,35.0,65,0,0,0,0,0,0
63144,L49364,L,299.8,309.5,1601,35.6,51,0,0,0,0,0,0
63145,M24340,M,297.4,308.0,1424,44.6,61,0,0,0,0,0,0
63146,H33506,H,302.0,310.5,1812,32.4,139,0,0,0,0,0,0
63147,L55751,L,297.8,308.4,1706,27.3,110,0,0,0,0,0,0
63148,L47658,L,297.4,309.0,1610,32.2,171,0,0,0,0,0,0
63149,L47813,L,298.3,310.0,1342,43.9,156,0,0,0,0,0,0
63150,M20187,M,303.5,312.7,1565,35.8,45,0,0,0,0,0,0
63151,L55887,L,297.2,308.5,1466,44.1,39,0,0,0,0,0,0
63152,L50983,L,302.2,310.9,1523,37.6,60,0,0,0,0,0,0
63153,M18904,M,301.9,310.9,1419,47.7,20,1,0,1,0,0,0
63154,L52808,L,302.7,312.1,1563,36.1,155,0,0,0,0,0,0
63155,L48676,L,298.0,308.7,1629,35.0,189,1,1,0,0,0,0
63156,M19148,M,301.7,310.1,1491,43.2,195,0,0,0,0,0,0
63157,L49598,L,298.9,308.3,1660,34.4,166,0,0,0,0,0,0
63158,L56142,L,297.3,307.9,1797,24.4,80,0,0,0,0,0,0
63159,L55956,L,297.5,308.6,1629,31.9,69,0,0,0,0,0,0
63160,L49750,L,299.6,309.2,1452,26.5,167,0,0,0,0,0,0
63161,L48576,L,299.0,310.2,1397,49.0,153,0,0,0,0,0,1
63162,L48172,L,296.2,307.1,1651,35.7,167,0,0,0,0,0,0
63163,L54658,L,300.1,311.4,1454,45.4,0,0,0,0,0,0,0
63164,L48420,L,297.2,308.4,1473,31.3,192,0,0,0,0,0,0
63165,L53250,L,300.9,310.9,1429,47.6,183,0,0,0,0,0,0
63166,M21400,M,301.3,310.7,1597,36.8,92,0,0,0,0,0,0
63167,L50759,L,301.8,310.6,1443,48.0,124,0,0,0,0,0,0
63168,L54320,L,300.5,309.8,1382,46.5,134,0,0,0,0,0,0
63169,L55073,L,300.9,312.7,1617,31.9,112,0,0,0,0,0,0
63170,L48897,L,298.2,307.6,1569,37.6,82,0,0,0,0,0,0
63171,L54265,L,300.6,310.4,1499,37.0,210,0,0,0,0,0,0
63172,L52587,L,302.7,312.4,1514,46.2,103,0,0,0,0,0,0
63173,L55141,L,301.0,312.2,1276,61.0,59,0,0,0,0,0,0
63174,L54074,L,300.8,311.2,1422,44.2,123,0,0,0,0,0,0
63175,L49863,L,299.9,309.1,1401,49.4,183,0,0,0,0,0,0
63176,L54108,L,301.0,311.7,1460,44.7,7,0,0,0,0,0,0
63177,L48480,L,298.7,309.8,1521,33.6,136,0,0,0,0,0,0
63178,L47518,L,297.5,308.4,1597,33.8,15,0,0,0,0,0,0
63179,M18827,M,302.3,311.4,1479,52.2,59,0,0,0,0,0,0
63180,M24145,M,298.2,309.0,1610,33.9,44,0,0,0,0,0,0
63181,L55970,L,297.4,308.5,1754,26.9,72,0,0,0,0,0,0
63182,L56884,L,298.9,310.0,1431,41.4,80,0,0,0,0,0,0
63183,L51284,L,302.1,310.5,1536,49.6,96,0,0,0,0,0,0
63184,L48571,L,299.1,310.3,1424,46.3,110,0,0,0,0,0,0
63185,M22620,M,300.4,311.7,1400,45.4,49,0,0,0,0,0,0
63186,L56910,L,298.8,310.0,1528,36.7,64,0,0,0,0,0,0
63187,M18225,M,301.4,310.6,1630,36.3,2,0,0,0,0,0,0
63188,L50185,L,300.5,309.9,1528,39.2,175,0,0,0,0,0,0
63189,M16463,M,297.8,307.8,1618,29.2,18,0,0,0,0,0,0
63190,L54231,L,300.6,310.4,1366,52.7,133,0,0,0,0,0,0
63191,L56161,L,297.0,307.7,1502,33.4,126,0,0,0,0,0,0
63192,M22184,M,299.9,310.4,1435,44.4,165,0,0,0,0,0,0
63193,L53479,L,301.2,310.9,1433,48.1,107,0,0,0,0,0,0
63194,L55334,L,299.6,311.4,1533,43.3,110,0,0,0,0,0,0
63195,L47709,L,297.6,309.3,1460,36.2,63,0,0,0,0,0,0
63196,H38176,H,297.5,308.8,1623,24.0,179,0,0,0,0,0,0
63197,L53333,L,301.0,311.1,1395,47.8,177,0,0,0,0,0,1
63198,L57027,L,298.4,309.1,1430,42.4,44,0,0,0,0,0,0
63199,H36354,H,300.8,311.4,1527,44.6,38,0,0,0,0,0,0
63200,L55162,L,301.0,312.3,1488,42.6,79,0,0,0,0,0,0
63201,L55743,L,298.0,309.1,1601,35.5,106,0,0,0,0,0,0
63202,L53965,L,301.2,310.6,1419,45.3,5,0,0,0,0,0,0
63203,L47884,L,297.7,308.9,1516,33.7,98,0,0,0,0,0,0
63204,L56261,L,297.3,308.0,1527,35.1,85,0,0,0,0,0,0
63205,L51441,L,302.7,311.1,1771,27.0,202,0,0,0,0,0,0
63206,L55471,L,298.9,310.5,1717,46.6,17,0,0,0,0,0,0
63207,L55812,L,297.3,308.3,1590,45.5,59,0,0,0,0,0,0
63208,H36642,H,299.8,309.7,1368,47.3,148,0,0,0,0,0,0
63209,L50859,L,302.2,311.5,1481,41.7,197,0,0,0,0,0,0
63210,L56140,L,297.3,307.9,1510,39.8,75,0,0,0,0,0,0
63211,L50159,L,300.7,309.6,1730,25.3,108,0,0,0,0,0,0
63212,L49707,L,298.8,308.6,1450,42.8,44,0,0,0,0,0,0
63213,L55640,L,298.7,309.9,1446,41.6,44,0,0,0,0,0,0
63214,L51067,L,302.4,311.2,1437,45.3,0,0,0,0,0,0,0
63215,L55003,L,300.1,311.4,1483,45.8,158,0,0,0,0,0,0
63216,L54889,L,300.5,311.5,1535,39.2,66,0,0,0,0,0,0
63217,M18413,M,301.7,310.8,1483,44.9,51,0,0,0,0,0,0
63218,L53138,L,300.6,310.8,1452,38.5,92,0,0,0,0,0,0
63219,L55774,L,297.4,308.0,1376,47.3,184,0,0,0,0,0,0
63220,L50029,L,300.4,309.2,1486,40.6,87,0,0,0,0,0,0
63221,L54241,L,300.6,310.4,1458,51.7,155,0,0,0,0,0,0
63222,M16590,M,298.3,308.0,1405,55.3,114,0,0,0,0,0,0
63223,M24248,M,297.5,307.9,1513,39.1,149,0,0,0,0,0,0
63224,L56129,L,297.4,308.3,2044,19.2,50,0,0,0,0,0,0
63225,L52380,L,303.8,313.0,1564,37.1,50,0,0,0,0,0,0
63226,H39130,H,298.9,310.1,1486,41.7,108,0,0,0,0,0,0
63227,L52764,L,302.4,311.9,1438,42.9,0,0,0,0,0,0,0
63228,H32553,H,300.4,309.8,1469,38.7,76,0,0,0,0,0,0
63229,L48215,L,296.6,307.4,1403,40.6,70,0,0,0,0,0,0
63230,L49861,L,299.8,309.5,1364,50.0,90,0,0,0,0,0,0
63231,H29462,H,298.9,309.2,1444,49.1,135,0,0,0,0,0,0
63232,M21193,M,300.4,309.9,1415,31.8,173,0,0,0,0,0,0
63233,M17053,M,299.5,308.9,1448,36.0,74,0,0,0,0,0,0
63234,L56116,L,297.4,308.3,1451,41.7,18,0,0,0,0,0,0
63235,L53245,L,300.9,310.9,1568,38.2,188,0,0,0,0,0,0
63236,L50137,L,300.8,309.7,1402,47.3,47,0,0,0,0,0,0
63237,L49573,L,299.2,308.5,1428,41.6,146,0,0,0,0,0,0
63238,M18198,M,301.7,310.6,1432,48.0,152,0,0,0,0,0,0
63239,L48727,L,298.3,308.9,1348,44.6,102,0,0,0,0,0,0
63240,M24765,M,298.3,309.1,1367,49.5,200,0,0,0,0,0,0
63241,L56848,L,298.9,310.3,1619,35.8,240,0,0,0,0,0,0
63242,L49473,L,299.5,308.9,1520,31.3,122,0,0,0,0,0,0
63243,L55740,L,298.4,309.3,1559,38.4,101,0,0,0,0,0,0
63244,L50177,L,300.5,309.8,1345,62.7,137,0,0,0,0,0,0
63245,L51450,L,302.6,311.0,1298,57.4,154,0,0,0,0,0,0
63246,M22966,M,300.5,312.0,1479,50.4,191,0,0,0,0,0,0
63247,L53148,L,300.6,310.8,1348,35.9,146,0,0,0,0,0,0
63248,L50525,L,301.4,310.7,1364,34.1,137,0,0,0,0,0,0
63249,L54519,L,299.8,310.4,1697,30.7,0,0,0,0,0,0,0
63250,H38045,H,297.5,308.6,1706,30.8,92,0,0,0,0,0,0
63251,L55564,L,298.8,309.7,1426,44.1,85,0,0,0,0,0,0
63252,L54689,L,300.6,311.9,1601,35.9,212,1,0,0,0,1,0
63253,L51652,L,302.7,310.6,1617,29.6,8,0,0,0,0,0,0
63254,M16097,M,297.1,308.5,1535,38.8,124,0,0,0,0,0,0
63255,M24414,M,299.5,310.8,1751,27.2,0,0,0,0,0,0,0
63256,L56246,L,297.2,308.3,1656,30.3,0,0,0,0,0,0,0
63257,M18789,M,302.7,311.6,1441,39.0,171,0,0,0,0,0,0
63258,L50505,L,301.5,310.6,1587,44.8,122,0,0,0,0,0,0
63259,L48927,L,298.4,308.0,1335,58.7,9,0,0,0,0,0,0
63260,L53422,L,301.0,310.4,1496,43.4,173,0,0,0,0,0,0
63261,M19344,M,302.6,310.4,1451,43.1,122,0,0,0,0,0,0
63262,L48793,L,298.0,307.8,1581,31.3,116,0,0,0,0,0,0
63263,M16335,M,298.4,309.5,1519,38.5,130,0,0,0,0,0,0
63264,M17531,M,299.3,309.0,1695,30.1,13,0,0,0,0,0,0
63265,L49818,L,299.8,309.5,1539,37.4,128,0,0,0,0,0,0
63266,L56987,L,298.6,309.0,1520,39.2,166,0,0,0,0,0,0
63267,L50551,L,301.4,310.7,1989,21.8,15,0,0,0,0,0,0
63268,M15307,M,297.6,308.7,1376,59.9,74,1,0,0,1,0,0
63269,L53960,L,301.3,310.6,1909,22.7,52,0,0,0,0,0,0
63270,L53355,L,300.9,310.8,1553,44.3,4,0,0,0,0,0,0
63271,L53200,L,300.7,310.8,1619,34.9,181,0,0,0,0,0,0
63272,L56599,L,298.0,308.4,1552,34.3,117,0,0,0,0,0,0
63273,M21142,M,301.2,310.6,1418,46.5,56,0,0,0,0,0,0
63274,L55510,L,298.8,309.7,1457,51.4,76,0,0,0,0,0,0
63275,L48576,L,299.0,310.3,1496,42.1,150,0,0,0,0,0,0
63276,L51247,L,301.9,310.7,1429,43.2,76,0,0,0,0,0,0
63277,L56572,L,297.6,308.1,1572,33.4,149,0,0,0,0,0,0
63278,L48358,L,297.4,308.6,1491,40.6,12,0,0,0,0,0,0
63279,L56016,L,297.4,308.9,1361,46.9,171,0,0,0,0,0,0
63280,L49087,L,297.9,307.6,1504,36.2,180,0,0,0,0,0,0
63281,M20797,M,300.7,310.5,1506,37.0,5,0,0,0,0,0,0
63282,H37524,H,299.6,311.0,1761,27.3,7,0,0,0,0,0,0
63283,L55273,L,300.2,311.6,1408,45.7,181,0,0,0,0,0,0
63284,L51545,L,302.1,310.1,1449,48.8,181,0,0,0,0,0,0
63285,M16922,M,299.7,309.6,1721,42.7,163,0,0,0,0,0,0
63286,L53141,L,300.3,310.7,1447,47.9,123,0,0,0,0,0,0
63287,L51358,L,301.7,310.1,1492,37.7,100,0,0,0,0,0,0
63288,L56016,L,297.4,308.9,1630,30.8,184,0,0,0,0,0,0
63289,L54438,L,300.2,310.4,1429,46.9,23,0,0,0,0,0,0
63290,L53802,L,301.7,310.7,1493,33.6,87,0,0,0,0,0,0
63291,M21452,M,301.5,310.5,1534,40.0,7,0,0,0,0,0,0
63292,L50798,L,301.7,311.0,1424,40.2,100,0,0,0,0,0,0
63293,L55142,L,301.0,312.3,1349,52.4,59,0,0,0,0,0,0
63294,L52652,L,302.8,312.3,1520,57.8,146,0,0,0,0,0,0
63295,L52902,L,302.3,311.8,1481,43.9,178,0,0,0,0,0,0
63296,L57066,L,298.7,309.6,1903,22.3,39,0,0,0,0,0,0
63297,M16738,M,298.1,307.7,1424,36.3,105,0,0,0,0,0,0
63298,M20896,M,300.6,311.0,1401,31.7,94,0,0,0,0,0,0
63299,H33333,H,302.3,310.9,1664,30.9,121,0,0,0,0,0,0
63300,L49056,L,298.3,308.0,1470,44.1,98,0,0,0,0,0,0
63301,L52949,L,301.7,311.4,1348,52.1,87,0,0,0,0,0,0
63302,L51086,L,302.3,311.2,1505,37.7,109,0,0,0,0,0,0
63303,L51420,L,302.2,311.1,1987,19.9,170,0,0,0,0,0,0
63304,L49459,L,299.4,308.6,2691,12.1,90,1,0,0,1,0,0
63305,L48424,L,297.1,308.4,1626,31.4,202,0,0,0,0,0,0
63306,L52619,L,303.0,312.6,1401,53.9,87,0,0,0,0,0,0
63307,M21903,M,300.7,310.6,1551,36.2,90,0,0,0,0,0,0
63308,M21697,M,301.2,311.0,1448,38.6,199,0,0,0,0,0,0
63309,L55384,L,299.4,310.9,1549,37.7,94,0,0,0,0,0,0
63310,L55863,L,297.2,308.5,1604,34.6,188,0,0,0,0,0,0
63311,L54714,L,300.3,311.2,1501,37.9,60,0,0,0,0,0,0
63312,L49818,L,299.8,309.3,1439,43.9,128,0,0,0,0,0,0
63313,L52042,L,303.5,312.1,1487,37.7,112,0,0,0,0,0,0
63314,L53249,L,300.7,311.0,1491,42.0,76,0,0,0,0,0,0
63315,M19580,M,302.4,311.7,1693,32.5,15,0,0,0,0,0,0
63316,L50177,L,300.5,309.8,1457,45.7,155,0,0,0,0,0,0
63317,L49781,L,299.3,309.2,2035,19.6,27,0,0,0,0,0,0
63318,L54767,L,300.4,311.1,1495,38.0,193,0,0,0,0,0,0
63319,M21119,M,301.2,310.7,1347,52.4,148,0,0,0,0,0,0
63320,M22873,M,300.9,312.0,1403,43.6,98,0,0,0,0,0,0
63321,L48646,L,298.7,309.8,1540,37.6,113,0,0,0,0,0,0
63322,L53299,L,300.9,311.1,1555,41.3,153,0,0,0,0,0,0
63323,L47259,L,298.8,308.9,1550,37.9,2,0,0,0,0,0,0
63324,H31629,H,299.4,308.7,1611,29.9,35,0,0,0,0,0,0
63325,H30932,H,298.2,309.0,1543,55.7,23,0,0,0,0,0,0
63326,L47691,L,297.5,309.3,1520,39.0,22,0,0,0,0,0,0
63327,L53033,L,301.3,311.1,1648,30.6,156,0,0,0,0,0,0
63328,L56638,L,298.5,309.4,1749,28.4,65,0,0,0,0,0,0
63329,L52771,L,302.5,312.0,1831,24.7,63,0,0,0,0,0,0
63330,M16145,M,298.6,309.7,1492,46.5,100,0,0,0,0,0,0
63331,L57036,L,298.9,309.8,1463,48.8,60,0,0,0,0,0,0
63332,M24370,M,299.1,310.1,1539,41.9,35,0,0,0,0,0,0
63333,L55981,L,297.4,308.6,1488,44.3,71,0,0,0,0,0,0
63334,L54859,L,300.7,311.5,1635,32.4,213,0,0,0,0,0,0
63335,L55264,L,300.2,311.9,1368,53.4,141,0,0,0,0,0,0
63336,M21937,M,300.7,310.5,1609,36.2,194,0,0,0,0,0,0
63337,L55989,L,297.4,308.5,1548,37.7,132,0,0,0,0,0,0
63338,L47286,L,298.8,308.7,1268,69.0,70,1,0,0,1,0,0
63339,L56636,L,298.3,309.0,1694,30.3,114,0,0,0,0,0,0
63340,L51915,L,303.2,311.6,1514,46.0,225,0,0,0,0,0,0
63341,M20974,M,300.8,310.9,1461,35.5,101,0,0,0,0,0,0
63342,L52645,L,302.9,312.4,1424,42.8,155,0,0,0,0,0,0
63343,L47713,L,297.5,309.3,1675,29.8,0,0,0,0,0,0,0
63344,L47948,L,296.9,308.0,1713,29.3,62,0,0,0,0,0,0
63345,L56525,L,298.2,308.9,1442,47.0,18,0,0,0,0,0,0
63346,L50203,L,300.5,309.5,1526,45.3,213,0,0,0,0,0,0
63347,L53166,L,300.6,310.4,1471,45.9,200,0,0,0,0,0,0
63348,M16692,M,297.8,307.2,1671,32.7,183,0,0,0,0,0,0
63349,L55073,L,300.9,312.7,1418,44.4,112,0,0,0,0,0,0
63350,L51457,L,302.6,310.2,1369,44.9,160,1,0,1,0,0,0
63351,L47209,L,299.0,309.4,1693,33.7,84,0,0,0,0,0,0
63352,L55806,L,297.5,308.3,1430,53.7,17,0,0,0,0,0,0
63353,M24400,M,299.4,310.8,1388,59.4,111,0,0,0,0,0,0
63354,M21597,M,301.7,311.0,1508,41.8,146,0,0,0,0,0,0
63355,M19871,M,303.8,312.9,1634,33.8,63,0,0,0,0,0,0
63356,M18080,M,300.7,309.6,1427,36.5,71,0,0,0,0,0,0
63357,L48917,L,298.3,307.8,1556,32.7,134,0,0,0,0,0,0
63358,L47239,L,298.8,309.2,1750,25.4,165,0,0,0,0,0,0
63359,L49483,L,299.2,308.5,1374,53.6,195,0,0,0,0,0,0
63360,M17279,M,298.9,308.3,1713,24.8,160,0,0,0,0,0,0
63361,M15361,M,297.6,309.3,1514,36.1,218,0,0,0,0,0,0
63362,L55402,L,299.0,310.9,1755,27.9,114,0,0,0,0,0,0
63363,L51159,L,302.3,311.3,1540,35.1,96,0,0,0,0,0,0
63364,L54157,L,300.8,311.1,1578,35.7,57,0,0,0,0,0,0
63365,M16370,M,298.1,308.7,1490,41.5,0,0,0,0,0,0,0
63366,L55054,L,300.7,312.3,1548,37.9,96,0,0,0,0,0,0
63367,M23008,M,299.5,310.7,1438,39.5,95,0,0,0,0,0,0
63368,M17124,M,299.1,308.3,1428,44.5,53,0,0,0,0,0,0
63369,L53989,L,300.9,310.8,1490,38.1,57,0,0,0,0,0,0
63370,M19841,M,303.7,312.8,1558,37.8,206,0,0,0,0,0,0
63371,L49983,L,300.2,309.4,1343,50.2,85,0,0,0,0,0,0
63372,L56099,L,297.2,308.3,1743,26.9,74,0,0,0,0,0,0
63373,L50369,L,300.1,309.1,1540,46.0,17,0,0,0,0,0,0
63374,L50194,L,300.5,309.7,1580,37.2,196,0,0,0,0,0,0
63375,H35475,H,300.7,310.8,1565,37.7,147,0,0,0,0,0,0
63376,L48531,L,298.9,310.1,1411,46.3,166,0,0,0,0,0,0
63377,H32395,H,300.5,309.4,1450,43.2,126,0,0,0,0,0,0
63378,L47658,L,297.4,309.0,1528,34.9,154,0,0,0,0,0,0
63379,L57163,L,298.7,308.4,1444,43.3,190,0,0,0,0,0,0
63380,L56091,L,297.3,308.5,1664,29.6,176,0,0,0,0,0,0
63381,L48693,L,298.1,308.7,1371,59.8,197,1,0,0,0,1,0
63382,L49997,L,300.3,309.5,1417,41.1,129,0,0,0,0,0,0
63383,L51231,L,302.0,310.8,1767,25.1,59,0,0,0,0,0,0
63384,L54428,L,300.0,310.2,1553,37.2,40,0,0,0,0,0,0
63385,L48365,L,297.3,308.4,1685,28.9,9,0,0,0,0,0,0
63386,L48334,L,296.9,307.9,1626,29.9,176,0,0,0,0,0,0
63387,L53046,L,301.5,311.1,1842,22.1,97,0,0,0,0,0,0
63388,L47786,L,297.9,309.9,1452,50.5,173,0,0,0,0,0,0
63389,L49060,L,298.1,307.7,1491,41.5,0,0,0,0,0,0,0
63390,L52774,L,302.6,311.9,1616,31.4,69,0,0,0,0,0,0
63391,L51202,L,302.1,310.9,1466,43.7,203,0,0,0,0,0,0
63392,L55962,L,297.4,308.7,1552,41.8,57,0,0,0,0,0,0
63393,L49082,L,298.0,307.6,1694,29.1,33,0,0,0,0,0,0
63394,L52773,L,302.5,312.0,1428,45.2,67,0,0,0,0,0,0
63395,L49050,L,298.0,308.0,1520,37.9,181,0,0,0,0,0,0
63396,H36996,H,300.4,311.2,1489,55.0,180,0,0,0,0,0,0
63397,L48810,L,298.2,307.9,1411,41.8,168,0,0,0,0,0,0
63398,L54170,L,300.7,311.1,1405,47.1,187,0,0,0,0,0,0
63399,M21157,M,301.1,310.6,1439,42.9,82,0,0,0,0,0,0
63400,L50962,L,302.3,310.8,1558,37.6,0,0,0,0,0,0,0
63401,H33439,H,302.1,311.0,1419,41.5,210,0,0,0,0,0,0
63402,M23953,M,297.3,308.1,1402,51.6,96,0,0,0,0,0,0
63403,L48793,L,298.0,308.0,1536,37.6,41,0,0,0,0,0,0
63404,L55418,L,299.1,310.4,1619,45.3,92,0,0,0,0,0,0
63405,L55169,L,301.1,312.4,1430,34.9,137,0,0,0,0,0,0
63406,L53665,L,300.6,309.8,1337,59.5,162,0,0,0,0,0,0
63407,L49635,L,299.0,308.6,1392,48.6,102,0,0,0,0,0,0
63408,L53869,L,301.7,310.7,1763,25.1,22,0,0,0,0,0,0
63409,L49598,L,298.8,308.5,1571,38.2,68,0,0,0,0,0,0
63410,L53516,L,300.4,309.8,1526,43.8,201,0,0,0,0,0,0
63411,H33896,H,301.9,309.6,1490,41.2,201,0,0,0,0,0,0
63412,L52661,L,303.0,312.6,1373,51.2,196,0,0,0,0,0,0
63413,L55263,L,300.1,311.4,1362,42.2,139,0,0,0,0,0,0
63414,L50891,L,302.2,311.5,1856,22.4,37,0,0,0,0,0,0
63415,H33816,H,302.3,310.1,1694,29.6,184,0,0,0,0,0,0
63416,L50551,L,301.4,310.7,1432,43.3,146,0,0,0,0,0,0
63417,M16052,M,297.2,308.3,1431,37.7,24,0,0,0,0,0,0
63418,L53158,L,300.5,310.7,1448,46.3,173,0,0,0,0,0,0
63419,L53854,L,301.5,310.7,1447,41.2,0,0,0,0,0,0,0
